target_type,loss_function,weight_ex,batch_size,n_pairs,learning_rate,config,r2_avg,mae_avg,rmse_avg,softdtw_avg,fastdtw_avg,sid_avg,sis_avg,CV_r2_avg,CV_mae_avg,CV_rmse_avg,CV_softdtw_avg,CV_fastdtw_avg,CV_sid_avg,CV_sis_avg,val_loss_avg
default,Huber,0.1,128,5,0.001,"{'num_atoms': 35, 'num_in_degree': 10, 'num_out_degree': 10, 'num_edges': 38, 'num_spatial': 20, 'num_edge_dis': 10, 'edge_type': 'multi_hop', 'multi_hop_max_dist': 5, 'num_encoder_layers': 6, 'embedding_dim': 64, 'ffn_embedding_dim': 256, 'num_attention_heads': 8, 'dropout': 0.1, 'attention_dropout': 0.1, 'activation_dropout': 0.1, 'activation_fn': 'gelu', 'pre_layernorm': False, 'q_noise': 0.0, 'qn_block_size': 8, 'output_size': 100}",-9997.766288757324,0.31794195890426635,0.39777327120304107,-678.3977258300781,142.89745,0.028447737134993076,0.9723837334394523,-949.2381388346354,0.32234545548756915,0.4099559585253398,1262.344970703125,2470.2864,0.6249763369560242,0.615497511373536,0.11165748710433641
default,Huber,0.1,128,5,0.01,"{'num_atoms': 35, 'num_in_degree': 10, 'num_out_degree': 10, 'num_edges': 38, 'num_spatial': 20, 'num_edge_dis': 10, 'edge_type': 'multi_hop', 'multi_hop_max_dist': 5, 'num_encoder_layers': 6, 'embedding_dim': 64, 'ffn_embedding_dim': 256, 'num_attention_heads': 8, 'dropout': 0.1, 'attention_dropout': 0.1, 'activation_dropout': 0.1, 'activation_fn': 'gelu', 'pre_layernorm': False, 'q_noise': 0.0, 'qn_block_size': 8, 'output_size': 100}",-9770.142350463868,0.31405331552028654,0.3931710767745972,-680.1571240234375,141.80464,0.028119976222515105,0.9726884912380358,-707.3639424641927,0.2815891702969869,0.35162027676900226,929.4102579752604,2136.884,0.6255462567011515,0.6152845634430907,0.10028177586694559
default,Huber,0.3,128,5,0.001,"{'num_atoms': 35, 'num_in_degree': 10, 'num_out_degree': 10, 'num_edges': 38, 'num_spatial': 20, 'num_edge_dis': 10, 'edge_type': 'multi_hop', 'multi_hop_max_dist': 5, 'num_encoder_layers': 6, 'embedding_dim': 64, 'ffn_embedding_dim': 256, 'num_attention_heads': 8, 'dropout': 0.1, 'attention_dropout': 0.1, 'activation_dropout': 0.1, 'activation_fn': 'gelu', 'pre_layernorm': False, 'q_noise': 0.0, 'qn_block_size': 8, 'output_size': 100}",-10486.67438079834,0.3272347408533096,0.40733662724494935,-672.6594702148437,148.1086,0.0286440547183156,0.9722036842980348,-871.6670125325521,0.3145250578721364,0.39271511634190875,1160.441650390625,2398.7683,0.6247702836990356,0.6155751561646249,0.10478686292966206
default,Huber,0.3,128,5,0.01,"{'num_atoms': 35, 'num_in_degree': 10, 'num_out_degree': 10, 'num_edges': 38, 'num_spatial': 20, 'num_edge_dis': 10, 'edge_type': 'multi_hop', 'multi_hop_max_dist': 5, 'num_encoder_layers': 6, 'embedding_dim': 64, 'ffn_embedding_dim': 256, 'num_attention_heads': 8, 'dropout': 0.1, 'attention_dropout': 0.1, 'activation_dropout': 0.1, 'activation_fn': 'gelu', 'pre_layernorm': False, 'q_noise': 0.0, 'qn_block_size': 8, 'output_size': 100}",-9694.331423645019,0.30367848694324495,0.3914682561159134,-682.2383581542969,136.22215,0.028323907293379306,0.9724901352831344,-658.8492431640625,0.27106037735939026,0.34319689869880676,886.3345336914062,2059.0056,0.6256856520970663,0.6152397976137236,0.09516771870354811
default,Huber,0.5,128,5,0.001,"{'num_atoms': 35, 'num_in_degree': 10, 'num_out_degree': 10, 'num_edges': 38, 'num_spatial': 20, 'num_edge_dis': 10, 'edge_type': 'multi_hop', 'multi_hop_max_dist': 5, 'num_encoder_layers': 6, 'embedding_dim': 64, 'ffn_embedding_dim': 256, 'num_attention_heads': 8, 'dropout': 0.1, 'attention_dropout': 0.1, 'activation_dropout': 0.1, 'activation_fn': 'gelu', 'pre_layernorm': False, 'q_noise': 0.0, 'qn_block_size': 8, 'output_size': 100}",-9976.696223754883,0.31826797127723694,0.3971877247095108,-678.0781311035156,144.3816,0.028514298237860204,0.9723176942460596,-927.2556355794271,0.3266959587732951,0.4048948685328166,1233.5436604817708,2529.079,0.6245400706926981,0.6156631436272861,0.10977384050687154
default,Huber,0.5,128,5,0.01,"{'num_atoms': 35, 'num_in_degree': 10, 'num_out_degree': 10, 'num_edges': 38, 'num_spatial': 20, 'num_edge_dis': 10, 'edge_type': 'multi_hop', 'multi_hop_max_dist': 5, 'num_encoder_layers': 6, 'embedding_dim': 64, 'ffn_embedding_dim': 256, 'num_attention_heads': 8, 'dropout': 0.1, 'attention_dropout': 0.1, 'activation_dropout': 0.1, 'activation_fn': 'gelu', 'pre_layernorm': False, 'q_noise': 0.0, 'qn_block_size': 8, 'output_size': 100}",-9708.707068481446,0.3152071160078049,0.39189079582691194,-680.4929016113281,141.21735,0.02872745495289564,0.9721161124010956,-711.7454020182291,0.281309574842453,0.35253551602363586,935.3577880859375,2155.5098,0.6241278648376465,0.615818296673677,0.10032534499963125
default,Huber,0.7,128,5,0.001,"{'num_atoms': 35, 'num_in_degree': 10, 'num_out_degree': 10, 'num_edges': 38, 'num_spatial': 20, 'num_edge_dis': 10, 'edge_type': 'multi_hop', 'multi_hop_max_dist': 5, 'num_encoder_layers': 6, 'embedding_dim': 64, 'ffn_embedding_dim': 256, 'num_attention_heads': 8, 'dropout': 0.1, 'attention_dropout': 0.1, 'activation_dropout': 0.1, 'activation_fn': 'gelu', 'pre_layernorm': False, 'q_noise': 0.0, 'qn_block_size': 8, 'output_size': 100}",-10216.253167419434,0.3216937428712845,0.4020512968301773,-675.0312121582032,145.56503,0.028460128903388976,0.9723730130238603,-930.7473958333334,0.32057542602221173,0.4086003800233205,1257.2143961588542,2486.0334,0.6245259841283163,0.6156663350393551,0.11126282066106796
default,Huber,0.7,128,5,0.01,"{'num_atoms': 35, 'num_in_degree': 10, 'num_out_degree': 10, 'num_edges': 38, 'num_spatial': 20, 'num_edge_dis': 10, 'edge_type': 'multi_hop', 'multi_hop_max_dist': 5, 'num_encoder_layers': 6, 'embedding_dim': 64, 'ffn_embedding_dim': 256, 'num_attention_heads': 8, 'dropout': 0.1, 'attention_dropout': 0.1, 'activation_dropout': 0.1, 'activation_fn': 'gelu', 'pre_layernorm': False, 'q_noise': 0.0, 'qn_block_size': 8, 'output_size': 100}",-9324.710807495117,0.31098987817764284,0.38408861100673675,-684.5655285644531,139.20998,0.02779535621404648,0.9729980748938786,-680.1704508463541,0.27960843841234845,0.34752217928568524,908.149658203125,2135.3801,0.6242303649584452,0.6157793558260054,0.10081632013122241
default,Huber,0.9,128,5,0.001,"{'num_atoms': 35, 'num_in_degree': 10, 'num_out_degree': 10, 'num_edges': 38, 'num_spatial': 20, 'num_edge_dis': 10, 'edge_type': 'multi_hop', 'multi_hop_max_dist': 5, 'num_encoder_layers': 6, 'embedding_dim': 64, 'ffn_embedding_dim': 256, 'num_attention_heads': 8, 'dropout': 0.1, 'attention_dropout': 0.1, 'activation_dropout': 0.1, 'activation_fn': 'gelu', 'pre_layernorm': False, 'q_noise': 0.0, 'qn_block_size': 8, 'output_size': 100}",-11336.289790649414,0.33004500389099123,0.42360227823257446,-666.0415563964843,149.49757,0.029611966796219347,0.9712917511290279,-942.5078531901041,0.32409655054410297,0.4105997482935588,1267.7988688151042,2499.324,0.6246606906255087,0.6156153313093687,0.1155189166466395
default,Huber,0.9,128,5,0.01,"{'num_atoms': 35, 'num_in_degree': 10, 'num_out_degree': 10, 'num_edges': 38, 'num_spatial': 20, 'num_edge_dis': 10, 'edge_type': 'multi_hop', 'multi_hop_max_dist': 5, 'num_encoder_layers': 6, 'embedding_dim': 64, 'ffn_embedding_dim': 256, 'num_attention_heads': 8, 'dropout': 0.1, 'attention_dropout': 0.1, 'activation_dropout': 0.1, 'activation_fn': 'gelu', 'pre_layernorm': False, 'q_noise': 0.0, 'qn_block_size': 8, 'output_size': 100}",-10109.585640258789,0.3185755431652069,0.3999746209383011,-677.5382336425781,145.83563,0.028095028735697268,0.972717185277238,-757.2401326497396,0.2928018271923065,0.3662083645661672,1011.1453247070312,2276.0818,0.6257506410280863,0.615226907464108,0.10186348035931587
default,SID,0.1,128,5,0.001,"{'num_atoms': 35, 'num_in_degree': 10, 'num_out_degree': 10, 'num_edges': 38, 'num_spatial': 20, 'num_edge_dis': 10, 'edge_type': 'multi_hop', 'multi_hop_max_dist': 5, 'num_encoder_layers': 6, 'embedding_dim': 64, 'ffn_embedding_dim': 256, 'num_attention_heads': 8, 'dropout': 0.1, 'attention_dropout': 0.1, 'activation_dropout': 0.1, 'activation_fn': 'gelu', 'pre_layernorm': False, 'q_noise': 0.0, 'qn_block_size': 8, 'output_size': 100}",-20797.372434692385,0.4494509160518646,0.5740030884742737,-573.2677807617188,204.85855,0.028632825389504433,0.9722050824012133,-2042.068359375,0.48043349385261536,0.5989705920219421,2696.676025390625,3650.0676,0.6246717572212219,0.615609052709035,0.027102629592021307
default,SID,0.1,128,5,0.01,"{'num_atoms': 35, 'num_in_degree': 10, 'num_out_degree': 10, 'num_edges': 38, 'num_spatial': 20, 'num_edge_dis': 10, 'edge_type': 'multi_hop', 'multi_hop_max_dist': 5, 'num_encoder_layers': 6, 'embedding_dim': 64, 'ffn_embedding_dim': 256, 'num_attention_heads': 8, 'dropout': 0.1, 'attention_dropout': 0.1, 'activation_dropout': 0.1, 'activation_fn': 'gelu', 'pre_layernorm': False, 'q_noise': 0.0, 'qn_block_size': 8, 'output_size': 100}",-23638.277893676757,0.49521938800811766,0.6110619795322418,-542.5804309082031,223.43613,0.026125341020524502,0.9745702623569685,-2123.1031087239585,0.498491495847702,0.6166116197903951,2860.2556966145835,3865.7512,0.6241631706555685,0.6158052746841418,0.026876381474236648
default,SID,0.3,128,5,0.001,"{'num_atoms': 35, 'num_in_degree': 10, 'num_out_degree': 10, 'num_edges': 38, 'num_spatial': 20, 'num_edge_dis': 10, 'edge_type': 'multi_hop', 'multi_hop_max_dist': 5, 'num_encoder_layers': 6, 'embedding_dim': 64, 'ffn_embedding_dim': 256, 'num_attention_heads': 8, 'dropout': 0.1, 'attention_dropout': 0.1, 'activation_dropout': 0.1, 'activation_fn': 'gelu', 'pre_layernorm': False, 'q_noise': 0.0, 'qn_block_size': 8, 'output_size': 100}",-23367.27329711914,0.4833672600984573,0.6080775868892669,-547.46388671875,221.07626,0.026572370678186418,0.9741480439361946,-2101.3856608072915,0.4894017775853475,0.6082831621170044,2780.884033203125,3779.419,0.6249910195668539,0.6154908866234942,0.026828191181023916
default,SID,0.3,128,5,0.01,"{'num_atoms': 35, 'num_in_degree': 10, 'num_out_degree': 10, 'num_edges': 38, 'num_spatial': 20, 'num_edge_dis': 10, 'edge_type': 'multi_hop', 'multi_hop_max_dist': 5, 'num_encoder_layers': 6, 'embedding_dim': 64, 'ffn_embedding_dim': 256, 'num_attention_heads': 8, 'dropout': 0.1, 'attention_dropout': 0.1, 'activation_dropout': 0.1, 'activation_fn': 'gelu', 'pre_layernorm': False, 'q_noise': 0.0, 'qn_block_size': 8, 'output_size': 100}",-25197.644973144532,0.5071870791912079,0.6308605933189392,-528.7918029785156,228.92311,0.026467883698642253,0.9742426038851747,-2078.759521484375,0.49324337641398114,0.6106133262316386,2808.4491373697915,3880.0771,0.6241544485092163,0.6158086211274414,0.0265048174187541
default,SID,0.5,128,5,0.001,"{'num_atoms': 35, 'num_in_degree': 10, 'num_out_degree': 10, 'num_edges': 38, 'num_spatial': 20, 'num_edge_dis': 10, 'edge_type': 'multi_hop', 'multi_hop_max_dist': 5, 'num_encoder_layers': 6, 'embedding_dim': 64, 'ffn_embedding_dim': 256, 'num_attention_heads': 8, 'dropout': 0.1, 'attention_dropout': 0.1, 'activation_dropout': 0.1, 'activation_fn': 'gelu', 'pre_layernorm': False, 'q_noise': 0.0, 'qn_block_size': 8, 'output_size': 100}",-21106.250541992187,0.4662984997034073,0.5772400236129761,-567.1072583007813,209.6686,0.026392054744064808,0.9743210858306606,-2150.5928955078125,0.49260781208674115,0.6148167649904887,2839.2775065104165,3762.8115,0.6255823373794556,0.615266603470264,0.027844266158839066
default,SID,0.5,128,5,0.01,"{'num_atoms': 35, 'num_in_degree': 10, 'num_out_degree': 10, 'num_edges': 38, 'num_spatial': 20, 'num_edge_dis': 10, 'edge_type': 'multi_hop', 'multi_hop_max_dist': 5, 'num_encoder_layers': 6, 'embedding_dim': 64, 'ffn_embedding_dim': 256, 'num_attention_heads': 8, 'dropout': 0.1, 'attention_dropout': 0.1, 'activation_dropout': 0.1, 'activation_fn': 'gelu', 'pre_layernorm': False, 'q_noise': 0.0, 'qn_block_size': 8, 'output_size': 100}",-20941.203547973633,0.4717588299512863,0.575257134437561,-565.9427282714844,212.5455,0.02618838496506214,0.9745166763820076,-2237.336669921875,0.5095651646455129,0.6293609937032064,2975.37939453125,3937.075,0.6241534749666849,0.6158089769505445,0.027268268788854282
default,SID,0.7,128,5,0.001,"{'num_atoms': 35, 'num_in_degree': 10, 'num_out_degree': 10, 'num_edges': 38, 'num_spatial': 20, 'num_edge_dis': 10, 'edge_type': 'multi_hop', 'multi_hop_max_dist': 5, 'num_encoder_layers': 6, 'embedding_dim': 64, 'ffn_embedding_dim': 256, 'num_attention_heads': 8, 'dropout': 0.1, 'attention_dropout': 0.1, 'activation_dropout': 0.1, 'activation_fn': 'gelu', 'pre_layernorm': False, 'q_noise': 0.0, 'qn_block_size': 8, 'output_size': 100}",-20960.48892883301,0.47077118992805483,0.5747978127002716,-567.0385205078124,212.07297,0.025026949420571327,0.9756078006836596,-2001.48486328125,0.485554297765096,0.5977774063746134,2688.4793294270835,3751.5977,0.6253191033999125,0.615374560947186,0.026867842550079027
default,SID,0.7,128,5,0.01,"{'num_atoms': 35, 'num_in_degree': 10, 'num_out_degree': 10, 'num_edges': 38, 'num_spatial': 20, 'num_edge_dis': 10, 'edge_type': 'multi_hop', 'multi_hop_max_dist': 5, 'num_encoder_layers': 6, 'embedding_dim': 64, 'ffn_embedding_dim': 256, 'num_attention_heads': 8, 'dropout': 0.1, 'attention_dropout': 0.1, 'activation_dropout': 0.1, 'activation_fn': 'gelu', 'pre_layernorm': False, 'q_noise': 0.0, 'qn_block_size': 8, 'output_size': 100}",-22286.633326416017,0.48048871994018555,0.5937299692630768,-554.70755859375,217.00447,0.025210068821907045,0.9754315388139619,-2146.750447591146,0.4908728202184041,0.6146547993024191,2838.01708984375,3771.464,0.6279983520507812,0.6143351387951591,0.026965730885664622
default,SID,0.9,128,5,0.001,"{'num_atoms': 35, 'num_in_degree': 10, 'num_out_degree': 10, 'num_edges': 38, 'num_spatial': 20, 'num_edge_dis': 10, 'edge_type': 'multi_hop', 'multi_hop_max_dist': 5, 'num_encoder_layers': 6, 'embedding_dim': 64, 'ffn_embedding_dim': 256, 'num_attention_heads': 8, 'dropout': 0.1, 'attention_dropout': 0.1, 'activation_dropout': 0.1, 'activation_fn': 'gelu', 'pre_layernorm': False, 'q_noise': 0.0, 'qn_block_size': 8, 'output_size': 100}",-20308.12272949219,0.4630002599954605,0.5660375237464905,-573.8882604980469,211.10106,0.02607389062643051,0.9746193000336549,-2020.1842447916667,0.4853387077649434,0.5987524588902792,2694.2671712239585,3702.6282,0.6244589885075887,0.6156920286658193,0.027065214018026987
default,SID,0.9,128,5,0.01,"{'num_atoms': 35, 'num_in_degree': 10, 'num_out_degree': 10, 'num_edges': 38, 'num_spatial': 20, 'num_edge_dis': 10, 'edge_type': 'multi_hop', 'multi_hop_max_dist': 5, 'num_encoder_layers': 6, 'embedding_dim': 64, 'ffn_embedding_dim': 256, 'num_attention_heads': 8, 'dropout': 0.1, 'attention_dropout': 0.1, 'activation_dropout': 0.1, 'activation_fn': 'gelu', 'pre_layernorm': False, 'q_noise': 0.0, 'qn_block_size': 8, 'output_size': 100}",-22045.143239746092,0.4724490398168564,0.5906244468688965,-558.5014038085938,215.6357,0.026344340965151786,0.9743639412377385,-2135.8824462890625,0.49514245986938477,0.6134189963340759,2830.0567220052085,3924.6218,0.6241539120674133,0.6158087888911199,0.026726589972774186
