"Column0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","CAS","smiles_new","InChI_new","SMILES"
"1193-24-4","535.5716049","512.5915967","493.9862459","475.0534853","456.4254644","437.9174475","304.7027018","291.6477409","278.9347806","266.5861237","254.6190967","243.0289443","231.8280233","221.0204777","210.6078181","200.5541262","190.8646862","181.5536353","172.5951058","163.9614361","155.6767716","147.7123235","140.0689255","132.7338811","125.6955797","118.9529131","112.4910206","106.308993","100.3981128","94.74324056","89.35674742","84.21370162","79.32044779","74.66367994","70.24464617","66.06007954","62.09493662","58.35267321","54.83338446","51.5317401","48.43363778","45.54470219","42.84783529","40.3477805","38.03173635","35.89628354","33.93790413","32.1342259","30.48337732","28.98361842","27.62191198","26.39583802","25.28743145","24.30480662","23.41953723","22.65127608","21.97293726","21.38140936","20.87521732","20.42136555","20.04359917","19.71865784","19.43251613","19.1955351","18.99030977","18.82013317","18.66711526","18.54327223","18.43357194","18.34250717","18.26766577","18.2002353","18.15408855","18.10268622","18.06441814","18.03510739","18.00783964","17.98998833","17.97441649","17.96025558","17.95444024","17.94503725","17.9425547","17.93880963","17.93580074","17.93393428","17.93428802","17.93142302","17.93179236","17.92015875","17.92976792","17.92393591","17.92189824","17.91899409","17.91287315","17.91327145","17.9076882","17.89667361","17.88409224","17.87767462","1193-24-4","OC1=CC(=O)NC=N1","InChI=1S/C4H4N2O2/c7-3-1-4(8)6-2-5-3/h1-2H,(H2,5,6,7,8)
","c1c(ncnc1O)O"
"120-72-9","19.98408282","29.8427726","38.12933182","44.68147248","44.47208433","49.43088743","56.81047619","60.49682056","63.67213917","69.11937033","77.7257936","87.42354049","96.85986601","106.1170297","115.22614","124.2455688","133.1708052","137.318342","140.8554276","143.8923551","146.476212","148.6247114","150.2803462","151.6218493","152.4838068","153.0921834","153.3720148","153.4290299","153.2672003","152.9353436","152.4894656","151.982108","151.4432338","150.9008086","150.3792193","149.899333","149.4889228","149.1716989","148.941639","148.8319592","148.7513167","148.7244778","148.7572809","148.8562684","149.0176069","149.2321629","149.5051392","149.8364137","150.2361188","150.6919231","151.1978472","151.7607066","152.3842888","153.097276","153.6481837","154.30972","155.0166906","156.5512625","160.839158","161.8827344","163.1600402","165.2876194","167.2260126","169.421074","171.7119963","174.0471764","176.4311533","178.8400887","181.2976206","208.1761728","205.4728311","202.769502","200.2027066","191.2850078","188.7403188","186.3210861","184.0798753","181.7643248","179.611691","177.601058","175.5324735","173.6052277","171.793","169.9403478","168.2246084","166.580989","164.9566281","163.4308763","161.9894249","160.5241466","159.1533878","157.8681058","156.6594821","155.4029258","154.1777431","153.0283474","151.9386049","150.9020831","149.9300407","148.922242","120-72-9","N1C=CC2=CC=CC=C12","InChI=1S/C8H7N/c1-2-4-8-7(3-1)5-6-9-8/h1-6,9H
","c1ccc2c(c1)cc[nH]2"
"120-73-0","30.32387393","39.08131382","47.04674251","56.75430735","66.68330217","76.60162779","85.84419755","93.51592528","101.3118488","108.1519636","114.1823881","119.9043532","124.8890954","129.3059184","133.2755279","136.7627182","139.8394954","142.2256039","144.3183877","146.1159026","147.2943521","148.2528905","148.8750729","149.189661","149.2489457","148.9463493","148.4097858","147.6700773","146.7149845","145.5685831","144.2215554","142.7844449","115.0914394","109.3812974","103.8056569","98.37644505","93.07113532","87.90546811","82.88673984","77.99285446","73.23541048","68.61661998","64.13964118","59.80508816","55.60871972","51.55710603","47.65577797","43.90638198","40.31296242","36.87823322","33.6094489","30.52586463","27.61133384","24.88479949","22.36440831","20.05599996","17.99168272","16.17690417","14.66302617","13.50503272","12.83382405","13.00136111","13.3560444","13.75591825","14.20781049","14.73685508","15.29735027","15.91484559","16.56793785","48.24848639","46.04976233","43.93891732","41.9127256","40.0782992","38.00620292","36.04620462","34.27891431","32.60978657","30.79844217","29.17518953","27.76421955","26.34527896","24.71919826","23.28245588","22.55618074","21.44458893","20.10350733","18.97340641","18.06903776","17.10915796","16.08834773","15.29749196","14.777618","13.96701127","13.20236317","12.69761075","12.52459822","11.91879527","11.410542","11.23872603","120-73-0","N1C=NC2=NC=NC=C12","InChI=1S/C5H4N4/c1-4-5(8-2-6-1)9-3-7-4/h1-3H,(H,6,7,8,9)
","c1c2c(ncn1)[nH]cn2"
"120-80-9","23.06281767","20.78834265","17.47698422","14.6322278","11.52637247","10.23093292","10.61499623","10.68923936","11.33732369","11.79459798","12.05359411","12.41530266","12.8513807","13.20541077","13.57595283","13.92539009","14.35942894","14.69381776","15.11966143","15.48268125","15.8652082","16.21209108","16.58582769","16.99405187","17.44284916","17.88127913","18.29150367","18.67814743","19.08272331","19.49577534","19.93254732","20.3979796","20.85680848","21.34060373","21.81279439","22.24620613","22.68947506","23.1669045","23.68807585","24.20722485","24.79074452","25.30923695","25.80356793","26.2980282","26.84954838","27.46371892","28.15094059","28.66145346","29.17720933","29.73228239","30.34502941","30.99036479","31.63150151","32.29056674","32.95570749","33.65717341","34.3530024","33.34960375","32.3735462","31.68534776","31.6041065","31.62665537","31.87455976","31.72629329","31.78398094","31.80408985","31.88271889","31.95049636","31.99366902","32.00444847","32.00380305","32.00592701","32.01180311","32.06344639","32.04914699","32.0375067","32.01505646","32.00581133","31.99341725","31.98091626","31.95838917","31.94463783","31.93049828","31.91446231","31.8943885","31.88676185","31.86063143","31.83633878","31.81697859","31.79154903","31.76887785","31.75259107","31.72381892","31.6996409","31.6701272","31.64734646","31.61962759","31.59456932","31.57042887","31.54675303","120-80-9","OC1=CC=CC=C1O","InChI=1S/C6H6O2/c7-5-3-1-2-4-6(5)8/h1-4,7-8H
","c1ccc(c(c1)O)O"
"120-89-8","124.6185618","129.8520706","134.2719683","136.1798133","137.3210847","137.1577468","136.6105366","135.6783367","134.4653084","133.1986541","131.7992712","130.2627359","127.6623061","125.0614534","122.443752","119.8262499","114.3680577","97.75755232","94.76532157","91.88842553","89.09737336","86.40810303","83.79197584","81.28331634","78.63797735","75.90499807","73.26087055","70.70672593","68.23001477","65.83167616","63.5211324","61.08693666","58.66619498","56.3300585","54.07138412","51.90171168","49.82206893","47.60181695","45.41958443","43.31402966","41.30172167","39.37288705","37.55198662","35.68170268","33.73256595","31.889715","30.11967458","28.46304266","26.9078038","25.40914254","23.7805033","22.24244772","20.8192949","19.50472779","18.30947316","17.09012444","15.82707356","14.66211335","13.62910263","12.74756864","12.04015864","11.08107548","10.16091153","9.393285422","8.805187231","8.499265783","8.063031936","7.358190028","6.910479486","6.944546524","10.93496528","10.22804586","9.568140515","8.805448077","8.27352987","7.649513689","5.653587352","5.532073957","5.429133459","5.340604549","5.266681706","5.106986456","5.05589479","5.012571848","4.972821451","4.841355753","4.804050739","4.76590206","4.728996444","4.588829097","4.547524003","4.498350351","4.447419953","4.389494074","4.333230294","4.274820825","4.213796714","4.150466939","4.185723855","4.122551374","120-89-8","O=C1NC(=O)C(=O)N1","InChI=1S/C3H2N2O3/c6-1-2(7)5-3(8)4-1/h(H2,4,5,6,7,8)
","C1(=NC(=O)NC1=O)O"
"120-92-3","33.41122127","24.39621691","19.92651188","19.34303748","15.59796958","13.5559325","11.06825053","11.29587169","10.93620943","9.120467228","8.415089565","8.549109864","7.803723045","7.588526047","7.829767125","8.045597272","7.342963252","6.683141342","6.123110982","6.188747957","6.317989528","6.221741121","5.529469624","4.936725358","4.731340723","4.57575221","4.59353399","4.429626503","4.484102261","4.501460283","4.636175704","4.31665486","4.291611291","4.378651316","4.362440688","4.301472301","4.2562057","4.363011493","4.408227128","4.393877217","4.387724469","4.435156067","4.452177502","4.452199487","4.514333979","4.556945436","4.639663894","4.71114834","4.708772791","4.734703245","4.775304521","4.801616765","4.811180029","4.793444983","4.797177283","4.825497098","4.869241716","4.907099601","4.935349623","4.978007218","5.007233948","5.024907706","5.047069884","5.071120091","5.080105616","5.089034771","5.084162726","5.078942283","5.086071225","5.105867386","5.119228576","5.140003203","5.164445671","5.187996063","5.204654012","5.226716336","5.255708465","5.287123422","5.320909608","5.354537616","5.384424505","5.410296735","5.430545051","5.448775248","5.445843254","5.446930044","5.442685096","5.436627386","5.429110873","5.418099709","5.412649579","5.407949617","5.402391133","5.402033433","5.404218756","5.482043331","5.492932385","5.505341156","5.443290708","5.457324772","120-92-3","O=C1CCCC1","InChI=1S/C5H8O/c6-5-3-1-2-4-5/h1-4H2
","C1CCC(=O)C1"
"121-44-8","76.48607003","64.12001236","57.50597223","51.70522435","24.60168044","23.55153241","22.85570302","21.82805942","21.78447764","21.25187545","22.47205106","25.46917735","29.21323803","32.77038589","35.99751515","38.82732313","41.16345331","42.98397154","41.79343564","39.11811432","38.42806428","37.7334397","36.99876593","36.29981391","35.63947348","34.99051221","34.38081613","33.82437702","33.26055932","32.73399559","32.24053252","31.82453941","31.4574446","31.05471746","30.70513183","30.40123516","30.18194391","29.89987598","29.69327501","29.48973549","29.36919936","29.22800889","29.15958925","29.09362652","29.05851774","29.0567362","29.14528384","29.12456819","29.25591023","29.31646063","29.36983592","29.45238915","29.52165662","29.59301729","29.66655798","29.74181993","29.8164446","29.89556988","29.97407684","30.05350469","30.13413151","30.208734","30.28504272","30.36684759","30.44341679","30.51536063","30.59006268","30.66187386","30.72905811","30.79960951","30.86177242","30.91952573","30.96586149","31.01907042","30.96816297","30.49884842","30.49300494","30.48960155","30.48091972","30.47485353","28.41744332","28.35642659","28.29984855","28.23010822","28.17316894","28.11089298","20.55169546","20.4107729","20.27560406","20.14710511","20.01520926","19.89483345","19.79373851","19.69147285","19.57504713","19.4620901","19.3594724","19.26550619","19.16142426","19.05604907","121-44-8","CCN(CC)CC","InChI=1S/C6H15N/c1-4-7(5-2)6-3/h4-6H2,1-3H3
","CCN(CC)CC"
"123-08-0","2.861290572","1.543703096","1.12659867","0.903489629","0.759451306","0.675155792","0.606676895","0.553701545","0.495925055","0.460140127","0.430811798","0.429717707","0.401134911","0.394233057","0.378802049","0.369339883","0.382538386","0.351132878","0.347259253","0.345115709","0.3685081","0.356777689","0.356403113","0.368226353","0.37615333","0.363875487","0.345432832","0.356669637","0.344599082","0.354548064","0.333144751","0.357858969","0.384012104","0.355855658","0.343544042","0.343447685","0.347483098","0.344446147","0.359327062","0.372649415","0.371358243","0.381441086","0.355164711","0.350561173","0.402339598","0.371569641","0.382718843","0.391793624","0.369966228","0.387847993","0.374067714","0.385995766","0.366947295","0.398386506","0.383707951","0.388956266","0.401654923","0.393935224","0.393857195","0.384256488","0.38455937","0.40242511","0.4038707","0.398045027","0.407936407","0.410357137","0.398724799","0.403169572","0.413777929","0.414547956","0.412697762","0.41459469","0.428415423","0.429273194","0.424535002","0.412307585","0.421044514","0.42683102","0.440260079","0.439790928","0.429633372","0.415832651","0.407072973","0.409059672","0.419396247","0.424774213","0.429546901","0.431584709","0.425941039","0.423880457","0.419638773","0.419174467","0.428829858","0.434010385","0.435570042","0.432129374","0.428395326","0.42376136","0.422998975","0.419882107","123-08-0","OC1=CC=C(C=O)C=C1","InChI=1S/C7H6O2/c8-5-6-1-3-7(9)4-2-6/h1-5,9H
","c1cc(ccc1C=O)O"
"123-31-9","18.31125807","17.75209337","19.4297038","19.80355473","19.74564142","20.33100444","20.63688567","20.50880371","20.61812949","20.83309036","20.72273313","20.81755479","21.1270582","20.98585462","21.32829598","21.40445083","21.69118508","21.7125861","22.12079439","22.20290449","22.4449894","22.7915201","22.92843528","23.31580029","23.43858779","23.87671771","24.14682688","24.31569903","24.73862548","25.06838525","25.26799973","25.72224111","26.05265608","26.33879268","26.61639317","27.08403988","27.33329928","27.57842577","28.07180112","28.36470559","28.63158626","29.01493288","29.37047116","29.73826133","30.11168892","30.4029121","30.76815872","31.21582838","31.54407722","31.84530541","32.24280737","32.63749386","32.98628325","33.38599159","33.75619427","34.08756922","34.45145842","34.88241703","35.26098988","35.5677505","35.87588904","36.25138958","36.56714969","36.87096317","37.21274726","37.5293542","37.86322042","38.17142664","38.44839983","38.72582699","39.02383742","39.64040196","39.67103941","39.74451922","39.81682795","39.85870797","39.9338831","39.97901168","40.01425387","40.09644506","40.14286828","40.16426194","40.24423854","40.3066761","40.42903251","40.46845183","40.49526986","40.54710806","40.53016968","40.54879757","40.5900479","40.59160212","40.60685533","40.65162184","40.67002823","40.68489259","40.70529236","40.75759035","40.76876334","40.77712227","123-31-9","OC1=CC=C(O)C=C1","InChI=1S/C6H6O2/c7-5-1-2-6(8)4-3-5/h1-4,7-8H
","c1cc(ccc1O)O"
"123-32-0","90.12559999","74.29248599","64.27586311","61.47243214","59.0882","56.76874105","55.12771324","36.90160184","36.75950868","50.80022527","49.48607108","48.7440533","48.06256654","33.40443287","33.03410627","31.74443577","31.14046944","30.24170797","29.23254708","28.29787538","27.42177281","30.89988477","29.09215435","27.54708447","25.93171552","24.40667104","22.81814069","21.31468626","18.80405887","17.7311515","16.75916205","15.57895848","14.58086508","13.56774881","12.50474823","11.57686719","9.838572724","8.811327594","7.919839134","7.071179439","6.242873795","5.472435125","4.727585363","4.015880437","3.418145858","2.896285648","2.432563516","2.059866576","1.795560337","1.664992624","1.71650468","1.857295345","1.963960052","2.158147364","2.340803489","2.562790125","2.706169575","2.71038631","2.66089301","2.680150364","2.707578986","2.721442168","2.741873328","2.78592167","2.805577104","2.832954912","2.83959697","2.853553148","2.874901607","2.890518023","2.905748281","2.880038834","2.895394891","2.904549214","2.91470274","2.928574952","2.941301442","2.954861391","2.936806937","2.933357191","2.951605951","2.95849207","2.977177492","2.979661432","2.971611592","2.974484435","2.955462525","2.954488839","2.967168458","2.952395447","2.95077784","2.966023756","2.976590619","2.977486444","2.974550816","2.989583256","2.999452477","2.994716035","2.981745822","2.965958892","123-32-0","CC1=CN=C(C)C=N1","InChI=1S/C6H8N2/c1-5-3-8-6(2)4-7-5/h3-4H,1-2H3
","Cc1cnc(C)cn1"
"123-39-7","15.85500716","21.29546365","22.79685128","21.55097758","19.01569285","15.77089545","13.14795012","10.56621469","8.449882479","5.485313716","3.838491407","3.237421374","3.719008419","3.348066072","3.364282653","3.290136007","3.250114553","3.244605808","3.229533042","3.198153095","3.20324368","3.154052833","3.134268176","3.090601403","3.048651132","3.027362198","2.980871975","2.936517595","2.903721649","2.855025902","2.831703476","2.797035306","2.748913337","2.726444653","2.691656323","2.662590158","2.629705662","2.600862372","2.583086663","2.559374581","2.534662212","2.51652673","2.482485569","2.466407312","2.444017865","2.426745133","2.41319899","2.398470908","2.386467891","2.380607465","2.366621347","2.339246708","2.329074436","2.333927105","2.31850958","2.29704456","2.296393542","2.282644593","2.281717603","2.268056368","2.256960936","2.252189495","2.245607734","2.242378607","2.236321125","2.21820539","2.227515511","2.213677059","2.219292527","2.210985472","2.206602723","2.202931507","2.192033285","2.207573838","2.193724563","2.185484856","2.195418181","2.184246659","2.180731843","2.18545514","2.182242018","2.176685581","2.177393139","2.171003406","2.175943689","2.176959315","2.16758157","2.159465147","2.165368149","2.173857647","2.166993152","2.159431218","2.162338984","2.166406529","2.158774296","2.149830027","2.150850233","2.160374577","2.15960675","2.150090081","123-39-7","CNC=O","InChI=1S/C2H5NO/c1-3-2-4/h2H,1H3,(H,3,4)
","CN=CO"
"123-54-6","30.39873753","25.41491643","22.42340625","20.01697251","17.94699228","16.2567396","14.72951398","13.46855344","12.3412031","11.30071422","10.4084917","9.566512267","8.869425752","8.227285821","7.66156181","7.14477269","6.710019952","6.312507373","5.929156612","5.624182934","5.311960454","5.045212821","4.804240615","4.585775979","4.396249031","4.203196334","4.01426777","3.905738164","3.724983852","3.627274953","3.482658513","3.408321689","3.287692069","3.178374665","3.08660865","3.051744059","2.957486031","2.851085302","2.811526459","2.764509307","2.688514247","2.651680025","2.618894826","2.557456927","2.488280085","2.44406489","2.424316021","2.405774906","2.367096494","2.313599886","2.292161322","2.26449505","2.232900061","2.203827705","2.198385155","2.172729237","2.138986651","2.124810744","2.118598269","2.078452651","2.049552028","2.040278486","2.032407469","2.017998608","2.000786555","1.995633029","1.998263864","1.9894516","1.964570617","1.936867785","1.91326474","1.896909269","1.877482417","1.859727221","1.851434061","1.847230442","1.840786195","1.836604146","1.83794431","1.842734701","1.84816328","1.852186898","1.845976406","1.836009348","1.828485346","1.818203041","1.808558894","1.801896372","1.795419343","1.789736639","1.779200498","1.770322218","1.760586916","1.750080856","1.740066449","1.729850971","1.718881784","1.711059242","1.704103408","1.700762346","123-54-6","CC(=O)CC(C)=O","InChI=1S/C5H8O2/c1-4(6)3-5(2)7/h3H2,1-2H3
","CC(=O)CC(=O)C"
"123-56-8","10.19961267","6.559051598","2.272269267","2.156603449","1.706470795","1.645749252","1.542114611","1.340314137","1.341993055","1.204064015","1.197524743","1.174550484","1.127048446","1.045005322","1.068013035","1.048845824","1.027906659","1.015726697","1.040973673","0.983184716","1.019926599","0.964633147","1.003046144","0.992805561","0.984030975","1.009344886","0.971491265","0.969089669","0.997848077","0.973102046","0.954841817","0.96861755","0.987445463","0.967144954","0.972916876","0.948743733","0.952038673","0.982255957","0.959313436","0.975715544","0.959595727","0.985610484","0.948001131","0.967459788","0.950875869","0.964624601","0.961060107","0.955537128","0.966455727","0.934821085","0.925063025","0.956702547","0.939616956","0.938164082","0.949152042","0.901560048","0.94732545","0.926847363","0.935166128","0.915686278","0.921451776","0.936681291","0.913162038","0.915950061","0.920729946","0.910457756","0.911942724","0.919012173","0.893069886","0.922044681","0.901286168","0.899910618","0.905578642","0.898103292","0.901062075","0.896153541","0.896265693","0.900415146","0.878704725","0.899573878","0.885470142","0.887855202","0.88648992","0.880292921","0.87491995","0.880877314","0.879514512","0.881661074","0.877471733","0.879223002","0.87934565","0.874728388","0.875259104","0.864559438","0.869115032","0.874301461","0.866761338","0.858406626","0.861737256","0.865735055","123-56-8","O=C1CCC(=O)N1","InChI=1S/C4H5NO2/c6-3-1-2-4(7)5-3/h1-2H2,(H,5,6,7)
","C1CC(=O)N=C1O"
"123-72-8","278.6421986","270.0613629","263.3343346","256.7561498","250.4797596","244.4934347","238.9028855","232.9844997","226.9888342","220.9552029","215.0193861","209.0434359","203.2198749","197.4434862","191.7588543","186.2563941","180.7381704","175.3943999","170.1333235","164.9133571","159.8763265","154.8743294","149.9816844","108.0339799","103.4898717","99.11758337","94.87480622","90.72990291","86.72176377","82.82879424","79.0539324","75.39355482","71.82028371","68.38040808","65.04084675","61.7952212","58.65514428","55.62952142","52.68237094","29.65651844","27.54678624","25.48963954","23.50474228","21.57638331","19.71985378","17.92664989","16.2186766","14.56398333","12.99009228","11.48615846","10.07310437","8.75143889","7.515265377","6.387778891","5.374013394","4.478571354","3.75192081","3.200469739","2.977257492","3.105426082","3.160978759","3.287649063","3.475295158","3.588625134","3.527278755","3.584653954","3.783539168","3.852748298","4.184080788","4.259912645","4.311849107","4.584035835","4.634863403","80.12961677","78.57797647","77.08920332","75.5869445","74.14583657","72.69199321","71.28607963","69.9050455","68.54975656","67.22934835","65.91370994","64.66109372","63.38939848","62.1833659","60.97757561","59.83544896","58.69158283","57.60048213","56.52589921","55.48971652","54.49665359","53.52014324","52.59142116","51.67967034","50.81154634","49.960942","49.16704032","123-72-8","CCCC=O","InChI=1S/C4H8O/c1-2-3-4-5/h4H,2-3H2,1H3
","CCCC=O"
"123-75-1","70.2127197","45.88826112","40.89093759","30.40085527","27.69316857","23.83315058","15.02418105","14.72770083","13.92226851","10.52876293","8.917198905","8.597558549","7.176152256","6.45463702","6.283931028","6.07023324","4.694413853","4.120536417","4.281644572","4.040379566","3.23553391","3.038879574","2.727815602","2.494340755","2.300924921","2.180766394","2.032345612","1.89600058","1.840055525","1.814450005","1.751741184","1.813593637","1.774234933","1.743415141","1.717144498","1.68855837","1.720230553","1.733347618","1.694792102","1.694485591","1.710708425","1.704996825","1.691684743","1.704302875","1.692639422","1.696030411","1.743624866","1.758965389","1.752767849","1.754179599","1.77065869","1.762638524","1.777351865","1.784442554","1.779585611","1.767253027","1.765176541","1.793631965","1.772334414","1.760003515","1.724423886","1.714793278","1.724947905","1.771362949","1.773294961","1.774983145","1.765493972","1.764680063","1.764311927","1.753548461","1.750146868","1.752490687","1.7809908","1.872219672","1.857940633","1.844442811","1.823921389","1.823041282","1.850405235","1.870193119","1.871673143","1.862921083","1.845260261","1.839734985","1.846195471","1.847673121","1.850953727","1.852081812","1.850112881","1.850276465","1.849795367","1.846978087","1.845293744","1.841791163","1.832984576","1.830433379","1.830744107","1.845746397","1.852194743","1.843389541","123-75-1","[H+].[Cl-].C1CCNC1","InChI=1S/C4H9N.ClH/c1-2-4-5-3-1;/h5H,1-4H2;1H
","C1CCNC1.Cl"
"123-77-3","26.65722646","22.60322804","20.96241216","19.55743182","12.42429757","11.81013449","11.28417541","10.74730269","10.27574649","9.864152198","9.4507607","9.033643838","8.594358955","8.243663996","7.907333813","7.582626286","7.230886486","6.928721693","6.628551259","6.355690495","6.070042133","5.775035483","5.564461276","5.285453108","5.065266227","4.853331941","4.620157689","4.458315907","4.206624722","4.087177564","3.851563008","3.727303791","3.519191714","3.406523563","3.225966668","3.088452518","2.963962477","2.829458588","2.705570527","2.600086147","2.445813262","2.401377023","2.262274962","2.186903651","2.109565234","1.976271012","1.964051271","1.837193735","1.75459203","1.76466352","1.626548557","1.610472643","1.58038475","1.471031694","1.45823667","1.431527196","1.350891287","1.334749529","1.298004214","1.255946955","1.239690015","1.209622192","1.186935121","1.174944884","1.131367719","1.12990272","1.140014189","1.122810372","1.079408896","1.080022136","1.124409002","1.101292478","1.045277032","1.03774865","1.082732533","1.072520282","1.01810804","1.005351046","1.070147448","1.092028953","1.032402622","1.011558761","1.029795661","1.074563467","1.086694442","1.051173801","1.01541092","1.028174433","1.039316165","1.058628193","1.066998558","1.091521511","1.091163573","1.086652924","1.090026687","1.063388366","1.059952638","1.064340333","1.104040518","1.125379068","123-77-3","NC(=O)N=NC(N)=O","InChI=1S/C2H4N4O2/c3-1(7)5-6-2(4)8/h(H2,3,7)(H2,4,8)
","C(=N)(N=NC(=N)O)O"
"123-91-1","23.73130516","18.44591666","14.72881397","11.90774344","9.694162993","7.956057228","6.54442505","5.458551536","4.674650767","4.072004873","3.608053228","3.302959774","3.115965749","3.019339283","2.935812871","2.886242018","2.863572822","2.849868319","2.824928746","2.843895332","2.818048438","2.827747698","2.870878073","2.877521277","2.903754682","2.907948868","2.937244091","2.985479221","3.001373043","3.050007607","3.104078387","3.162569271","3.190869856","3.186121817","3.231296408","3.266548958","3.285036734","3.322836484","3.331053278","3.369438263","3.385447564","3.422236666","3.462774536","3.490268803","3.49031082","3.484205643","3.534708875","3.567588075","3.572173504","3.574045776","3.598527037","3.631959592","3.672266872","3.695580866","3.703406709","3.708228946","3.716561228","3.729842902","3.752294207","3.779598592","3.807670073","3.822731758","3.824927692","3.82318244","3.82766525","3.834796369","3.844985524","3.857463775","3.87187167","3.886568173","3.903671669","3.920196323","3.93164418","3.941588428","3.950675443","3.956217122","3.959948173","3.964235177","3.969804341","3.975512813","3.981767697","3.988256943","3.996191356","4.004748727","4.012314995","4.018665259","4.025146314","4.031798534","4.039155665","4.047266478","4.054565175","4.060968294","4.065699116","4.069092683","4.072874301","4.076867833","4.080367981","4.083255577","4.085624247","4.088175449","123-91-1","C1COCCO1","InChI=1S/C4H8O2/c1-2-6-4-3-5-1/h1-4H2
","C1COCCO1"
"126-99-8","21.59361394","17.07817536","14.92441723","13.25713763","11.92384582","10.76534956","9.704574691","8.793721925","8.055502555","7.36535841","6.878597921","6.356562233","5.960305344","5.553342216","5.285756898","5.037276186","4.759686002","4.510852033","4.326661122","4.149322928","4.027153884","3.900593352","3.768994238","3.664051844","3.605262961","3.48488232","3.428723546","3.384098179","3.310620742","3.291550864","3.238963578","3.226252082","3.212051499","3.147856099","3.149639162","3.148907984","3.125996549","3.123868442","3.101268939","3.101808586","3.10371306","3.093402546","3.102741007","3.097386057","3.101275923","3.126620991","3.094418668","3.100022599","3.130454359","3.117501892","3.114788536","3.144721893","3.151016332","3.147529841","3.151494644","3.153739046","3.174581076","3.181578714","3.191115078","3.194970071","3.203650184","3.20636347","3.208544222","3.219383175","3.225218346","3.236457575","3.253561118","3.261715398","3.25896357","3.270299071","3.275015227","3.275494109","3.283489733","3.297198469","3.299876619","3.306350143","3.31968761","3.328863769","3.328809834","3.33197336","3.333801732","3.339695188","3.350061294","3.353318832","3.355335763","3.36045526","3.369152978","3.374929692","3.381577647","3.388825888","3.395910682","3.401826003","3.400836653","3.405439748","3.410752296","3.413020262","3.415497592","3.41811163","3.423489198","3.429634502","126-99-8","ClC(=C)C=C","InChI=1S/C4H5Cl/c1-3-4(2)5/h3H,1-2H2
","C=CC(=C)Cl"
"13389-42-9","55.06343101","55.259221","53.08533823","49.98608448","46.60888092","43.26794057","39.99266492","36.93505416","34.13127183","30.53079752","27.91302711","25.5740289","23.48903397","21.62488755","19.95300674","18.45365733","17.11275963","15.90417877","14.81474973","13.83217544","12.94787052","12.15027319","11.41826605","10.7648099","10.16604038","9.612076317","9.11331011","8.653670123","8.236627157","7.849273987","7.495477805","7.166135646","6.868200084","6.592189542","6.333402556","6.094918661","5.877471481","5.669373025","5.475932424","5.299517075","5.138288708","4.979552044","4.836495758","4.698121171","4.578629045","4.45173155","4.344693555","4.23730455","4.137699793","4.043501667","3.958767072","3.877009679","3.798955846","3.723467792","3.650860764","3.580053999","3.520229748","3.463841293","3.413749919","3.352228292","3.297422592","3.252312352","3.209263555","3.164477869","3.118271433","3.083401802","3.042812319","3.008877542","2.969162964","2.940356075","2.906769989","2.877359756","2.845410412","2.816355121","2.792102443","2.767605499","2.742651184","2.715140949","2.697568996","2.670520812","2.653564528","2.636589812","2.611378444","2.599225361","2.579068073","2.556911087","2.545445752","2.525807786","2.507286259","2.497697575","2.482386684","2.467453742","2.455757521","2.43985052","2.425392476","2.415649633","2.405444325","2.394447538","2.384944215","2.376362541","13389-42-9","CCCCC\C=C\C","InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h3,5H,4,6-8H2,1-2H3/b5-3+
","C/C=C/CCCCC"
"140-76-1","65.17257218","41.07451897","38.62620489","45.34595402","34.70527689","33.15637906","32.10005557","31.13754318","29.83496376","28.73392799","27.77183388","26.53571423","25.48061438","24.36611666","23.2493825","22.15688922","20.99024894","19.95918858","18.82010369","17.80536136","16.74639508","15.81645859","14.8192643","13.95622725","13.04534776","12.25864188","11.41249","10.68178285","9.914335333","9.28118773","8.620498545","8.038188102","7.483419867","6.980744885","6.533378127","6.112359555","5.782505245","5.443433451","5.232296828","4.940199168","4.797653342","4.625668308","4.486348773","4.353168766","4.190419481","4.058671232","3.95056433","3.837335593","3.736202236","3.628208977","3.52841453","3.438313817","3.358261161","3.27505622","3.210310754","3.143690221","3.073236239","3.015909871","2.947823195","2.903985836","2.850410048","2.803859973","2.760585699","2.708209103","2.65886615","2.613028322","2.583836826","2.547480976","2.533766847","2.483565733","2.438582819","2.429728024","2.396981658","2.398292953","2.349975124","2.350817648","2.319212364","2.294135938","2.29094247","2.241195105","2.264144415","2.232299812","2.206296086","2.189284323","2.178149285","2.177279444","2.156559111","2.146827687","2.125632326","2.118390353","2.114132119","2.095678768","2.097630808","2.080624587","2.07454346","2.06931163","2.063704524","2.059452599","2.050105976","2.046451779","140-76-1","CC1=CC=C(C=C)C=N1","InChI=1S/C8H9N/c1-3-8-5-4-7(2)9-6-8/h3-6H,1H2,2H3
","C=Cc1ccc(C)nc1"
